article_id,total_sentences,count_prop_only,count_fact_only,count_both,count_neither,techniques_in_both,prop_density,fact_density
711566593,36,13,6,5,12,"Appeal_to_Authority,Black-and-White_Fallacy,Exaggeration,Minimisation,Loaded_Language,Repetition,Whataboutism,Straw_Men,Red_Herring",50.0,30.555555555555557
730019938,24,1,12,1,10,"Whataboutism,Straw_Men,Red_Herring",8.333333333333332,54.166666666666664
789121798,40,17,7,0,16,,42.5,17.5
703056647,19,4,2,6,7,"Appeal_to_Authority,Appeal_to_fear-prejudice,Causal_Oversimplification,Loaded_Language,Name_Calling,Labeling,Repetition",52.63157894736842,42.10526315789473
725498022,157,29,29,4,95,"Loaded_Language,Name_Calling,Labeling",21.019108280254777,21.019108280254777
696735702,23,3,6,0,14,,13.043478260869565,26.08695652173913
761674108,47,27,2,2,16,"Doubt,Flag-Waving",61.702127659574465,8.51063829787234
729549972,13,3,3,4,3,"Exaggeration,Minimisation,Loaded_Language",53.84615384615385,53.84615384615385
729581752,16,1,9,1,5,Appeal_to_Authority,12.5,62.5
732610971,25,11,3,2,9,"Flag-Waving,Slogans",52.0,20.0
755170235,36,4,7,1,24,Loaded_Language,13.88888888888889,22.22222222222222
762546428,28,13,3,2,10,"Causal_Oversimplification,Loaded_Language",53.57142857142857,17.857142857142858
758477392,27,9,5,3,10,Repetition,44.44444444444444,29.629629629629626
730222442,19,2,7,0,10,,10.526315789473683,36.84210526315789
724791253,30,19,2,1,8,"Bandwagon,Reductio_ad_hitlerum",66.66666666666666,10.0
778139122,127,36,23,9,59,"Bandwagon,Reductio_ad_hitlerum,Causal_Oversimplification,Exaggeration,Minimisation,Flag-Waving,Loaded_Language,Name_Calling,Labeling",35.43307086614173,25.196850393700785
700387229,23,5,7,6,5,"Appeal_to_Authority,Loaded_Language,Repetition",47.82608695652174,56.52173913043478
765197039,35,16,2,9,8,"Appeal_to_Authority,Appeal_to_fear-prejudice,Causal_Oversimplification,Exaggeration,Minimisation,Loaded_Language,Name_Calling,Labeling,Repetition",71.42857142857143,31.428571428571427
755814432,40,7,9,1,23,Flag-Waving,20.0,25.0
999000155,28,6,2,2,18,Loaded_Language,28.57142857142857,14.285714285714285
715790840,14,3,2,3,6,"Appeal_to_Authority,Loaded_Language",42.857142857142854,35.714285714285715
754111899,17,1,12,0,4,,5.88235294117647,70.58823529411765
769682854,22,3,4,1,14,"Name_Calling,Labeling",18.181818181818183,22.727272727272727
711622457,36,13,1,4,18,"Appeal_to_fear-prejudice,Causal_Oversimplification,Thought-terminating_Cliches",47.22222222222222,13.88888888888889
757713354,54,14,5,5,30,"Loaded_Language,Name_Calling,Labeling",35.18518518518518,18.51851851851852
701447437,15,6,5,2,2,"Causal_Oversimplification,Doubt",53.333333333333336,46.666666666666664
770221823,21,4,3,2,12,"Appeal_to_fear-prejudice,Name_Calling,Labeling",28.57142857142857,23.809523809523807
709732928,137,11,34,9,83,"Flag-Waving,Loaded_Language,Name_Calling,Labeling,Repetition",14.5985401459854,31.386861313868614
721890296,44,22,5,3,14,"Flag-Waving,Loaded_Language",56.81818181818182,18.181818181818183
761968851,50,12,20,0,18,,24.0,40.0
774637726,27,8,4,1,14,Repetition,33.33333333333333,18.51851851851852
728343601,38,6,6,1,25,Loaded_Language,18.421052631578945,18.421052631578945
696246189,25,4,5,0,16,,16.0,20.0
703821117,159,41,30,9,79,"Bandwagon,Reductio_ad_hitlerum,Causal_Oversimplification,Exaggeration,Minimisation,Flag-Waving,Loaded_Language,Name_Calling,Labeling",31.446540880503143,24.528301886792452
111111123,34,1,5,0,28,,2.941176470588235,14.705882352941178
999000136,40,11,1,0,28,,27.500000000000004,2.5
708487008,18,4,3,3,8,"Appeal_to_fear-prejudice,Name_Calling,Labeling,Repetition",38.88888888888889,33.33333333333333
775448623,21,12,1,0,8,,57.14285714285714,4.761904761904762
727497152,6,2,1,0,3,,33.33333333333333,16.666666666666664
722512241,54,14,8,6,26,"Appeal_to_fear-prejudice,Black-and-White_Fallacy,Loaded_Language,Name_Calling,Labeling,Whataboutism,Straw_Men,Red_Herring",37.03703703703704,25.925925925925924
999000849,35,5,6,1,23,Loaded_Language,17.142857142857142,20.0
723883127,18,6,2,1,9,Loaded_Language,38.88888888888889,16.666666666666664
764609985,68,19,8,1,40,Appeal_to_Authority,29.411764705882355,13.23529411764706
724095467,27,6,8,3,10,"Doubt,Loaded_Language",33.33333333333333,40.74074074074074
711596363,47,16,14,1,16,"Exaggeration,Minimisation",36.17021276595745,31.914893617021278
713130996,44,9,6,0,29,,20.454545454545457,13.636363636363635
728680557,12,3,5,1,3,Loaded_Language,33.33333333333333,50.0
741655444,24,3,4,3,14,"Appeal_to_fear-prejudice,Loaded_Language,Repetition",25.0,29.166666666666668
795693029,19,4,3,0,12,,21.052631578947366,15.789473684210526
789370909,71,24,4,0,43,,33.80281690140845,5.633802816901409
787002327,45,27,1,7,10,"Causal_Oversimplification,Flag-Waving,Loaded_Language,Name_Calling,Labeling",75.55555555555556,17.77777777777778
735815503,11,1,4,2,4,Loaded_Language,27.27272727272727,54.54545454545454
718312499,11,1,5,0,5,,9.090909090909092,45.45454545454545
111111111,16,5,6,2,3,"Appeal_to_Authority,Doubt",43.75,50.0
706636401,19,4,2,0,13,,21.052631578947366,10.526315789473683
782017101,76,16,4,2,54,"Causal_Oversimplification,Name_Calling,Labeling",23.684210526315788,7.894736842105263
730149656,46,14,4,3,25,"Appeal_to_fear-prejudice,Causal_Oversimplification,Name_Calling,Labeling",36.95652173913043,15.217391304347828
776373795,41,17,2,1,21,"Name_Calling,Labeling",43.90243902439025,7.317073170731707
707451080,44,14,5,2,23,"Appeal_to_fear-prejudice,Flag-Waving,Loaded_Language",36.36363636363637,15.909090909090908
786527921,128,43,11,5,69,"Exaggeration,Minimisation,Loaded_Language,Name_Calling,Labeling",37.5,12.5
770581969,23,1,4,2,16,"Loaded_Language,Repetition",13.043478260869565,26.08695652173913
771406408,40,9,6,6,19,"Exaggeration,Minimisation,Loaded_Language,Name_Calling,Labeling,Repetition,Whataboutism,Straw_Men,Red_Herring",37.5,30.0
788726416,27,8,2,3,14,"Flag-Waving,Name_Calling,Labeling,Repetition",40.74074074074074,18.51851851851852
761969692,54,12,15,3,24,"Flag-Waving,Loaded_Language",27.77777777777778,33.33333333333333
698018235,34,14,1,0,19,,41.17647058823529,2.941176470588235
761564397,34,2,3,0,29,,5.88235294117647,8.823529411764707
701225819,56,19,6,1,30,Appeal_to_fear-prejudice,35.714285714285715,12.5
724095598,9,4,1,0,4,,44.44444444444444,11.11111111111111
786919720,34,8,3,1,22,"Name_Calling,Labeling",26.47058823529412,11.76470588235294
765913191,43,13,4,5,21,"Black-and-White_Fallacy,Flag-Waving,Loaded_Language,Repetition,Slogans",41.86046511627907,20.930232558139537
771254016,11,3,0,1,7,Loaded_Language,36.36363636363637,9.090909090909092
111111135,44,13,0,0,31,,29.545454545454547,0.0
702077783,55,4,6,2,43,"Flag-Waving,Name_Calling,Labeling",10.909090909090908,14.545454545454545
729368012,57,1,26,3,27,"Doubt,Loaded_Language,Name_Calling,Labeling",7.017543859649122,50.877192982456144
716469423,23,0,9,2,12,"Appeal_to_Authority,Loaded_Language,Whataboutism,Straw_Men,Red_Herring",8.695652173913043,47.82608695652174
698092698,41,6,12,1,22,Doubt,17.073170731707318,31.70731707317073
697996062,11,1,5,1,4,"Name_Calling,Labeling",18.181818181818183,54.54545454545454
725276027,38,9,2,3,24,"Loaded_Language,Repetition",31.57894736842105,13.157894736842104
999000154,22,5,2,3,12,"Causal_Oversimplification,Loaded_Language",36.36363636363637,22.727272727272727
741923579,37,10,3,1,23,Appeal_to_fear-prejudice,29.72972972972973,10.81081081081081
731927633,35,8,5,2,20,"Flag-Waving,Slogans",28.57142857142857,20.0
729303442,29,7,2,2,18,"Exaggeration,Minimisation,Loaded_Language",31.03448275862069,13.793103448275861
736757214,8,3,3,1,1,Loaded_Language,50.0,50.0
111111122,54,16,2,1,35,Appeal_to_Authority,31.48148148148148,5.555555555555555
696264594,88,14,11,0,63,,15.909090909090908,12.5
999000894,44,3,12,5,24,"Appeal_to_fear-prejudice,Flag-Waving,Loaded_Language",18.181818181818183,38.63636363636363
729670169,13,2,5,0,6,,15.384615384615385,38.46153846153847
729668796,35,14,6,4,11,"Black-and-White_Fallacy,Flag-Waving,Loaded_Language,Name_Calling,Labeling,Repetition,Slogans",51.42857142857142,28.57142857142857
694356862,31,9,10,1,11,Flag-Waving,32.25806451612903,35.483870967741936
699478811,59,12,15,6,26,"Appeal_to_fear-prejudice,Bandwagon,Reductio_ad_hitlerum,Loaded_Language,Repetition",30.508474576271187,35.59322033898305
755393220,36,5,6,1,24,Slogans,16.666666666666664,19.444444444444446
999000142,34,8,2,1,23,Loaded_Language,26.47058823529412,8.823529411764707
706501640,18,6,3,3,6,"Appeal_to_Authority,Appeal_to_fear-prejudice,Loaded_Language,Repetition",50.0,33.33333333333333
770156851,44,13,9,4,18,"Black-and-White_Fallacy,Loaded_Language,Name_Calling,Labeling,Thought-terminating_Cliches",38.63636363636363,29.545454545454547
731511020,15,1,5,0,9,,6.666666666666667,33.33333333333333
776049384,98,31,11,7,49,"Exaggeration,Minimisation,Name_Calling,Labeling,Repetition,Slogans",38.775510204081634,18.367346938775512
740356006,29,10,1,3,15,"Appeal_to_Authority,Name_Calling,Labeling,Whataboutism,Straw_Men,Red_Herring",44.827586206896555,13.793103448275861
789615291,111,38,5,3,65,Loaded_Language,36.93693693693694,7.207207207207207
762956953,15,1,9,0,5,,6.666666666666667,60.0
730237078,16,2,8,4,2,"Exaggeration,Minimisation,Loaded_Language",37.5,75.0
727569885,42,13,12,3,14,"Bandwagon,Reductio_ad_hitlerum,Flag-Waving,Loaded_Language",38.095238095238095,35.714285714285715
710376094,15,2,7,0,6,,13.333333333333334,46.666666666666664
111111134,19,3,0,1,15,"Name_Calling,Labeling",21.052631578947366,5.263157894736842
731178960,20,1,9,0,10,,5.0,45.0
761546223,36,17,2,1,16,"Loaded_Language,Name_Calling,Labeling,Slogans",50.0,8.333333333333332
793467906,56,10,4,0,42,,17.857142857142858,7.142857142857142
999000599,15,9,0,0,6,,60.0,0.0
723823436,26,4,7,3,12,"Repetition,Thought-terminating_Cliches",26.923076923076923,38.46153846153847
770938827,23,13,4,0,6,,56.52173913043478,17.391304347826086
795691173,16,1,3,1,11,Flag-Waving,12.5,25.0
770956434,34,7,7,1,19,"Name_Calling,Labeling",23.52941176470588,23.52941176470588
700662577,25,6,7,4,8,"Appeal_to_fear-prejudice,Exaggeration,Minimisation,Flag-Waving,Loaded_Language",40.0,44.0
703806098,11,2,2,1,6,"Doubt,Loaded_Language",27.27272727272727,27.27272727272727
708071969,19,7,3,4,5,"Name_Calling,Labeling,Repetition",57.89473684210527,36.84210526315789
730865684,18,2,10,0,6,,11.11111111111111,55.55555555555556
711964584,41,12,5,2,22,"Doubt,Loaded_Language",34.146341463414636,17.073170731707318
765385479,92,46,6,11,29,"Appeal_to_fear-prejudice,Doubt,Exaggeration,Minimisation,Flag-Waving,Loaded_Language,Name_Calling,Labeling",61.95652173913043,18.478260869565215
756114837,46,0,28,1,17,Loaded_Language,2.1739130434782608,63.04347826086957
705035735,21,3,7,4,7,"Appeal_to_Authority,Appeal_to_fear-prejudice,Loaded_Language,Name_Calling,Labeling",33.33333333333333,52.38095238095239
704856340,21,1,6,1,13,"Doubt,Flag-Waving",9.523809523809524,33.33333333333333
790665855,44,12,3,0,29,,27.27272727272727,6.8181818181818175
740808926,12,2,5,1,4,"Loaded_Language,Name_Calling,Labeling",25.0,50.0
758472954,5,1,1,0,3,,20.0,20.0
786731884,30,17,0,3,10,"Loaded_Language,Name_Calling,Labeling",66.66666666666666,10.0
999000312,36,17,6,5,8,"Causal_Oversimplification,Name_Calling,Labeling",61.111111111111114,30.555555555555557
737255982,26,7,5,0,14,,26.923076923076923,19.230769230769234
111111133,29,9,2,0,18,,31.03448275862069,6.896551724137931
739091070,18,3,6,2,7,Loaded_Language,27.77777777777778,44.44444444444444
787142429,19,3,1,0,15,,15.789473684210526,5.263157894736842
790667730,18,10,2,0,6,,55.55555555555556,11.11111111111111
111111117,7,1,0,0,6,,14.285714285714285,0.0
763761219,15,4,2,1,8,Flag-Waving,33.33333333333333,20.0
729410793,36,13,5,2,16,Appeal_to_Authority,41.66666666666667,19.444444444444446
697472447,30,3,7,0,20,,10.0,23.333333333333332
