article_id,start_char,end_char,source_file
111111132,7925,7943,train-task1-SI.labels
111111132,147,151,train-task1-SI.labels
111111132,2262,2272,train-task1-SI.labels
111111132,2280,2292,train-task1-SI.labels
111111132,4198,4249,train-task1-SI.labels
111111132,4427,4497,train-task1-SI.labels
111111132,4307,4320,train-task1-SI.labels
111111132,4779,4787,train-task1-SI.labels
111111132,7582,7594,train-task1-SI.labels
111111132,8607,8630,train-task1-SI.labels
111111132,9598,9650,train-task1-SI.labels
111111132,10340,10350,train-task1-SI.labels
111111132,10851,10860,train-task1-SI.labels
111111132,12045,12087,train-task1-SI.labels
111111132,5776,5811,train-task1-SI.labels
111111133,1224,1244,train-task1-SI.labels
111111133,2593,2606,train-task1-SI.labels
111111133,4159,4173,train-task1-SI.labels
111111133,358,367,train-task1-SI.labels
111111133,460,465,train-task1-SI.labels
111111133,504,507,train-task1-SI.labels
111111133,1070,1077,train-task1-SI.labels
111111133,2572,2589,train-task1-SI.labels
111111133,2625,2646,train-task1-SI.labels
111111133,2944,2950,train-task1-SI.labels
111111133,3830,3836,train-task1-SI.labels
111111134,945,984,train-task1-SI.labels
111111134,1415,1514,train-task1-SI.labels
111111134,1225,1237,train-task1-SI.labels
111111134,2427,2456,train-task1-SI.labels
111111135,3262,3319,train-task1-SI.labels
111111135,4580,4590,train-task1-SI.labels
111111135,543,683,train-task1-SI.labels
111111135,835,844,train-task1-SI.labels
111111135,1476,1483,train-task1-SI.labels
111111135,1929,2341,train-task1-SI.labels
111111135,2984,3018,train-task1-SI.labels
111111135,3045,3084,train-task1-SI.labels
111111135,6524,6539,train-task1-SI.labels
111111135,6813,6839,train-task1-SI.labels
111111135,7009,7036,train-task1-SI.labels
111111135,4433,4498,train-task1-SI.labels
111111135,7134,7152,train-task1-SI.labels
111111136,1243,1254,train-task1-SI.labels
111111136,1874,2026,train-task1-SI.labels
111111137,2321,2332,train-task1-SI.labels
111111137,143,183,train-task1-SI.labels
111111137,2058,2064,train-task1-SI.labels
694327499,9221,9252,train-task1-SI.labels
694327499,11470,11661,train-task1-SI.labels
694327499,1366,1501,train-task1-SI.labels
694327499,2798,2874,train-task1-SI.labels
694327499,3032,3055,train-task1-SI.labels
694327499,3656,3688,train-task1-SI.labels
694327499,4811,4934,train-task1-SI.labels
694327499,4944,4978,train-task1-SI.labels
694327499,5950,6079,train-task1-SI.labels
694327499,6320,6343,train-task1-SI.labels
694327499,9393,9408,train-task1-SI.labels
694327499,9630,9695,train-task1-SI.labels
694327499,11720,11770,train-task1-SI.labels
694327499,110,142,train-task1-SI.labels
694327499,6296,6318,train-task1-SI.labels
694356862,71,171,train-task1-SI.labels
694356862,820,830,train-task1-SI.labels
694356862,2378,2399,train-task1-SI.labels
694356862,4680,4691,train-task1-SI.labels
694356862,270,311,train-task1-SI.labels
694356862,532,574,train-task1-SI.labels
694356862,713,795,train-task1-SI.labels
694356862,854,922,train-task1-SI.labels
694356862,2754,2768,train-task1-SI.labels
694356862,5069,5184,train-task1-SI.labels
694356862,5363,5430,train-task1-SI.labels
694811415,274,321,train-task1-SI.labels
694811415,854,913,train-task1-SI.labels
694811415,1013,1112,train-task1-SI.labels
694811415,1629,1719,train-task1-SI.labels
694811415,498,546,train-task1-SI.labels
694811415,1,23,train-task1-SI.labels
695833178,1992,2104,train-task1-SI.labels
695833178,364,405,train-task1-SI.labels
695833178,546,624,train-task1-SI.labels
695833178,2420,2438,train-task1-SI.labels
695833178,76,102,train-task1-SI.labels
695833178,1040,1093,train-task1-SI.labels
695833178,837,954,train-task1-SI.labels
695833178,2510,2570,train-task1-SI.labels
696246189,861,882,train-task1-SI.labels
696246189,2552,2645,train-task1-SI.labels
696246189,2848,2898,train-task1-SI.labels
696246189,3236,3277,train-task1-SI.labels
696264594,388,414,train-task1-SI.labels
696264594,490,520,train-task1-SI.labels
696264594,899,972,train-task1-SI.labels
696264594,1173,1207,train-task1-SI.labels
696264594,1313,1356,train-task1-SI.labels
696264594,3752,3766,train-task1-SI.labels
696264594,6029,6043,train-task1-SI.labels
696264594,6754,6784,train-task1-SI.labels
696264594,7337,7433,train-task1-SI.labels
696264594,3829,4015,train-task1-SI.labels
696264594,6201,6207,train-task1-SI.labels
696264594,7013,7040,train-task1-SI.labels
696694316,3471,4010,train-task1-SI.labels
696694316,603,661,train-task1-SI.labels
696694316,1020,1094,train-task1-SI.labels
696694316,3276,3379,train-task1-SI.labels
696694316,4478,4500,train-task1-SI.labels
696694316,7026,7097,train-task1-SI.labels
696694316,7971,8295,train-task1-SI.labels
696694316,8298,8642,train-task1-SI.labels
696694316,9586,9819,train-task1-SI.labels
696694316,9373,9584,train-task1-SI.labels
696694316,11102,11126,train-task1-SI.labels
696694316,12634,12736,train-task1-SI.labels
696694316,13456,13555,train-task1-SI.labels
696694316,4376,4395,train-task1-SI.labels
696694316,10661,10866,train-task1-SI.labels
696694316,12738,12848,train-task1-SI.labels
696735702,2630,2685,train-task1-SI.labels
696735702,1115,1140,train-task1-SI.labels
696735702,3585,3632,train-task1-SI.labels
697063039,1975,2072,train-task1-SI.labels
697063039,1160,1220,train-task1-SI.labels
697063039,1375,1413,train-task1-SI.labels
697063039,1824,1852,train-task1-SI.labels
697063039,115,120,train-task1-SI.labels
697063039,142,152,train-task1-SI.labels
697063039,1226,1346,train-task1-SI.labels
697444415,512,539,train-task1-SI.labels
697444415,1471,1596,train-task1-SI.labels
697444415,2815,2860,train-task1-SI.labels
697444415,2959,3022,train-task1-SI.labels
697454736,8030,8056,train-task1-SI.labels
697454736,599,751,train-task1-SI.labels
697454736,3216,3400,train-task1-SI.labels
697454736,4856,5044,train-task1-SI.labels
697454736,7080,7176,train-task1-SI.labels
697454736,7417,7444,train-task1-SI.labels
697454736,8140,8197,train-task1-SI.labels
697454736,8793,8976,train-task1-SI.labels
697454736,9555,9692,train-task1-SI.labels
697454736,10671,10950,train-task1-SI.labels
697454736,11963,12026,train-task1-SI.labels
697454736,12492,12644,train-task1-SI.labels
697454736,12874,13038,train-task1-SI.labels
697454736,7761,7777,train-task1-SI.labels
697454736,10597,10632,train-task1-SI.labels
697472447,3600,3640,train-task1-SI.labels
697472447,2430,2528,train-task1-SI.labels
697472447,3397,3459,train-task1-SI.labels
697959084,2647,2664,train-task1-SI.labels
697959084,128,157,train-task1-SI.labels
697959084,1689,1790,train-task1-SI.labels
697959084,2783,2857,train-task1-SI.labels
697959084,2914,2988,train-task1-SI.labels
697996062,94,108,train-task1-SI.labels
697996062,427,469,train-task1-SI.labels
698018235,1659,1883,train-task1-SI.labels
698018235,2917,3000,train-task1-SI.labels
698018235,305,335,train-task1-SI.labels
698018235,555,581,train-task1-SI.labels
698018235,657,687,train-task1-SI.labels
698018235,641,652,train-task1-SI.labels
698018235,976,1049,train-task1-SI.labels
698018235,1482,1493,train-task1-SI.labels
698018235,3514,3649,train-task1-SI.labels
698018235,3623,3649,train-task1-SI.labels
698018235,1910,1919,train-task1-SI.labels
698018235,2132,2410,train-task1-SI.labels
698018235,2431,2460,train-task1-SI.labels
698018235,2723,2730,train-task1-SI.labels
698018235,3283,3380,train-task1-SI.labels
698092698,306,327,train-task1-SI.labels
698092698,577,693,train-task1-SI.labels
698092698,694,784,train-task1-SI.labels
698092698,1997,2029,train-task1-SI.labels
698092698,353,371,train-task1-SI.labels
698092698,2393,2453,train-task1-SI.labels
698092698,5882,5948,train-task1-SI.labels
698503276,7295,7301,train-task1-SI.labels
698503276,1057,1084,train-task1-SI.labels
698503276,1169,1228,train-task1-SI.labels
698503276,1272,1302,train-task1-SI.labels
698503276,1303,1402,train-task1-SI.labels
698503276,1404,1456,train-task1-SI.labels
698503276,4539,4559,train-task1-SI.labels
698503276,6447,6487,train-task1-SI.labels
698503276,8730,8957,train-task1-SI.labels
698503276,177,200,train-task1-SI.labels
698503276,3107,3132,train-task1-SI.labels
698503276,4612,4630,train-task1-SI.labels
698503276,6946,6983,train-task1-SI.labels
698503276,7332,7348,train-task1-SI.labels
698503276,7932,8164,train-task1-SI.labels
698503276,9024,9279,train-task1-SI.labels
698719689,190,321,train-task1-SI.labels
698719689,1440,1449,train-task1-SI.labels
698719689,131,144,train-task1-SI.labels
698719689,1542,1611,train-task1-SI.labels
698719689,2324,2335,train-task1-SI.labels
698780559,733,764,train-task1-SI.labels
698780559,458,625,train-task1-SI.labels
698780559,337,372,train-task1-SI.labels
698780559,60,95,train-task1-SI.labels
698780559,1908,1931,train-task1-SI.labels
698780559,2364,2399,train-task1-SI.labels
699142854,2181,2246,train-task1-SI.labels
699142854,7160,7228,train-task1-SI.labels
699142854,692,708,train-task1-SI.labels
699142854,930,981,train-task1-SI.labels
699142854,1013,1039,train-task1-SI.labels
699142854,1041,1102,train-task1-SI.labels
699142854,1596,1620,train-task1-SI.labels
699142854,3149,3217,train-task1-SI.labels
699142854,4131,4274,train-task1-SI.labels
699142854,4889,4906,train-task1-SI.labels
699142854,7574,7602,train-task1-SI.labels
699142854,1402,1429,train-task1-SI.labels
699142854,2548,2584,train-task1-SI.labels
699142854,6974,6981,train-task1-SI.labels
699142854,7069,7083,train-task1-SI.labels
699142854,7018,7034,train-task1-SI.labels
699142854,6934,6952,train-task1-SI.labels
699142854,8894,8971,train-task1-SI.labels
699291100,640,646,train-task1-SI.labels
699291100,15,25,train-task1-SI.labels
699291100,3420,3430,train-task1-SI.labels
699291100,3829,3839,train-task1-SI.labels
699291100,4424,4434,train-task1-SI.labels
699291100,4836,4846,train-task1-SI.labels
699291100,4985,4992,train-task1-SI.labels
699291100,200,218,train-task1-SI.labels
699291100,4816,4830,train-task1-SI.labels
699478811,2175,2289,train-task1-SI.labels
699478811,4836,4888,train-task1-SI.labels
699478811,5692,5761,train-task1-SI.labels
699478811,7653,7692,train-task1-SI.labels
699478811,190,356,train-task1-SI.labels
699478811,447,487,train-task1-SI.labels
699478811,3410,3554,train-task1-SI.labels
699478811,4494,4509,train-task1-SI.labels
699478811,6742,6759,train-task1-SI.labels
699478811,8519,8557,train-task1-SI.labels
699478811,2060,2119,train-task1-SI.labels
699478811,2886,3062,train-task1-SI.labels
699478811,4890,4924,train-task1-SI.labels
699478811,5511,5554,train-task1-SI.labels
699478811,5785,5877,train-task1-SI.labels
699478811,7155,7173,train-task1-SI.labels
699478811,8030,8167,train-task1-SI.labels
700387229,24,34,train-task1-SI.labels
700387229,243,259,train-task1-SI.labels
700387229,394,425,train-task1-SI.labels
700387229,435,449,train-task1-SI.labels
700387229,37,51,train-task1-SI.labels
700387229,763,782,train-task1-SI.labels
700387229,1123,1133,train-task1-SI.labels
700387229,925,966,train-task1-SI.labels
700387229,1303,1321,train-task1-SI.labels
700387229,2201,2211,train-task1-SI.labels
700387229,2948,3026,train-task1-SI.labels
700387229,3136,3164,train-task1-SI.labels
700387229,2761,2818,train-task1-SI.labels
700461600,717,760,train-task1-SI.labels
700461600,1547,1746,train-task1-SI.labels
700461600,2352,2497,train-task1-SI.labels
700461600,2805,2868,train-task1-SI.labels
700461600,2726,2788,train-task1-SI.labels
700461600,3073,3255,train-task1-SI.labels
700461600,3549,3559,train-task1-SI.labels
700461600,3963,4080,train-task1-SI.labels
700461600,4210,4440,train-task1-SI.labels
700461600,2318,2351,train-task1-SI.labels
700461600,4510,4530,train-task1-SI.labels
700461600,4657,4709,train-task1-SI.labels
700551604,5659,5818,train-task1-SI.labels
700551604,1881,2028,train-task1-SI.labels
700551604,2735,2776,train-task1-SI.labels
700551604,3068,3179,train-task1-SI.labels
700551604,3209,3232,train-task1-SI.labels
700551604,3383,3403,train-task1-SI.labels
700551604,5322,5341,train-task1-SI.labels
700551604,6897,6915,train-task1-SI.labels
700551604,1657,1686,train-task1-SI.labels
700551604,2034,2149,train-task1-SI.labels
700551604,2566,2610,train-task1-SI.labels
700551604,2830,2880,train-task1-SI.labels
700551604,2894,2954,train-task1-SI.labels
700551604,3326,3364,train-task1-SI.labels
700551604,4462,4524,train-task1-SI.labels
700551604,4686,4698,train-task1-SI.labels
700551604,5977,6095,train-task1-SI.labels
700551604,7425,7512,train-task1-SI.labels
700551604,7547,7629,train-task1-SI.labels
700551604,7694,7798,train-task1-SI.labels
700551604,8615,8671,train-task1-SI.labels
700551604,8924,8977,train-task1-SI.labels
700551604,9219,9324,train-task1-SI.labels
700551604,3698,3735,train-task1-SI.labels
700551604,5343,5410,train-task1-SI.labels
700662577,245,271,train-task1-SI.labels
700662577,641,779,train-task1-SI.labels
700662577,1385,1423,train-task1-SI.labels
700662577,1570,1765,train-task1-SI.labels
700662577,2777,2812,train-task1-SI.labels
700662577,60,86,train-task1-SI.labels
700662577,108,119,train-task1-SI.labels
700662577,1217,1227,train-task1-SI.labels
700662577,1907,1984,train-task1-SI.labels
700662577,3515,3529,train-task1-SI.labels
701225819,177,187,train-task1-SI.labels
701225819,2689,2694,train-task1-SI.labels
701225819,2787,2792,train-task1-SI.labels
701225819,2982,2991,train-task1-SI.labels
701225819,77,99,train-task1-SI.labels
701225819,996,1019,train-task1-SI.labels
701225819,2174,2182,train-task1-SI.labels
701225819,2747,2752,train-task1-SI.labels
701225819,3787,3804,train-task1-SI.labels
701225819,3837,3860,train-task1-SI.labels
701225819,4606,4636,train-task1-SI.labels
701225819,4720,4739,train-task1-SI.labels
701225819,111,143,train-task1-SI.labels
701225819,305,313,train-task1-SI.labels
701225819,1201,1299,train-task1-SI.labels
701225819,1493,1605,train-task1-SI.labels
701225819,1572,1583,train-task1-SI.labels
701225819,1767,1771,train-task1-SI.labels
701225819,2616,2621,train-task1-SI.labels
701225819,3309,3315,train-task1-SI.labels
701225819,4268,4313,train-task1-SI.labels
701225819,5914,5927,train-task1-SI.labels
701225819,6102,6112,train-task1-SI.labels
701225819,1872,1889,train-task1-SI.labels
701225819,1967,1987,train-task1-SI.labels
701225819,2798,2811,train-task1-SI.labels
701299732,588,628,train-task1-SI.labels
701299732,1569,1600,train-task1-SI.labels
701299732,2236,2327,train-task1-SI.labels
701299732,101,114,train-task1-SI.labels
701299732,0,13,train-task1-SI.labels
701299732,60,80,train-task1-SI.labels
701299732,244,299,train-task1-SI.labels
701299732,638,655,train-task1-SI.labels
701299732,1718,1735,train-task1-SI.labels
701299732,39,52,train-task1-SI.labels
701447437,50,93,train-task1-SI.labels
701447437,189,211,train-task1-SI.labels
701447437,343,430,train-task1-SI.labels
701447437,1092,1168,train-task1-SI.labels
701447437,570,727,train-task1-SI.labels
701447437,1423,1442,train-task1-SI.labels
701447437,1556,1643,train-task1-SI.labels
701447437,1649,1722,train-task1-SI.labels
701447437,939,1017,train-task1-SI.labels
701447437,1542,1555,train-task1-SI.labels
701553469,4178,4280,train-task1-SI.labels
701553469,31,41,train-task1-SI.labels
701553469,77,143,train-task1-SI.labels
701553469,351,361,train-task1-SI.labels
701553469,1716,1744,train-task1-SI.labels
701553469,1864,1887,train-task1-SI.labels
701553469,3139,3159,train-task1-SI.labels
701553469,3455,3476,train-task1-SI.labels
701553469,3695,3715,train-task1-SI.labels
701553469,3898,3916,train-task1-SI.labels
701553469,1983,2143,train-task1-SI.labels
701553469,288,302,train-task1-SI.labels
701553469,2486,2651,train-task1-SI.labels
701553469,2666,2781,train-task1-SI.labels
701837665,803,833,train-task1-SI.labels
701837665,1806,1828,train-task1-SI.labels
701837665,1364,1449,train-task1-SI.labels
701837665,5040,5084,train-task1-SI.labels
701837665,7193,7357,train-task1-SI.labels
701837665,8276,8312,train-task1-SI.labels
701837665,9299,9329,train-task1-SI.labels
701837665,10112,10206,train-task1-SI.labels
701837665,10208,10227,train-task1-SI.labels
701837665,761,801,train-task1-SI.labels
701837665,1829,2008,train-task1-SI.labels
701837665,2534,2575,train-task1-SI.labels
701837665,2618,2726,train-task1-SI.labels
701837665,2792,2940,train-task1-SI.labels
701837665,3251,3423,train-task1-SI.labels
701837665,3510,3534,train-task1-SI.labels
701837665,3824,3883,train-task1-SI.labels
701837665,3958,4067,train-task1-SI.labels
701837665,5821,5840,train-task1-SI.labels
701837665,6697,6873,train-task1-SI.labels
701837665,7401,7455,train-task1-SI.labels
701837665,7727,7747,train-task1-SI.labels
701837665,7785,7841,train-task1-SI.labels
701837665,7529,7666,train-task1-SI.labels
701837665,8115,8155,train-task1-SI.labels
701837665,8453,8556,train-task1-SI.labels
701837665,9331,9372,train-task1-SI.labels
701837665,9425,9433,train-task1-SI.labels
701837665,9471,9500,train-task1-SI.labels
701837665,9741,9756,train-task1-SI.labels
701837665,9780,9814,train-task1-SI.labels
701837665,10090,10111,train-task1-SI.labels
701837665,10802,10972,train-task1-SI.labels
701837665,11844,11915,train-task1-SI.labels
701837665,11964,12007,train-task1-SI.labels
701837665,12031,12047,train-task1-SI.labels
701837665,12178,12197,train-task1-SI.labels
701837665,12594,12665,train-task1-SI.labels
701837665,2456,2470,train-task1-SI.labels
701837665,2740,2762,train-task1-SI.labels
701837665,2942,2991,train-task1-SI.labels
701837665,12381,12476,train-task1-SI.labels
701933838,981,1153,train-task1-SI.labels
701939679,234,337,train-task1-SI.labels
701939679,339,529,train-task1-SI.labels
701939679,1474,1664,train-task1-SI.labels
702077434,1264,1275,train-task1-SI.labels
702077434,1377,1414,train-task1-SI.labels
702077434,1701,1732,train-task1-SI.labels
702077434,1830,1891,train-task1-SI.labels
702077783,342,363,train-task1-SI.labels
702077783,401,475,train-task1-SI.labels
702077783,233,289,train-task1-SI.labels
702077783,513,525,train-task1-SI.labels
702077783,1853,1917,train-task1-SI.labels
702077783,291,335,train-task1-SI.labels
702111021,1114,1127,train-task1-SI.labels
702111021,2179,2193,train-task1-SI.labels
702111021,2272,2286,train-task1-SI.labels
702111021,3388,3402,train-task1-SI.labels
702111021,3908,3922,train-task1-SI.labels
702111021,1639,1676,train-task1-SI.labels
702111021,2047,2092,train-task1-SI.labels
702111021,3668,3773,train-task1-SI.labels
702111021,3994,4051,train-task1-SI.labels
702111021,2223,2237,train-task1-SI.labels
702111021,4140,4186,train-task1-SI.labels
703056647,25,61,train-task1-SI.labels
703056647,204,275,train-task1-SI.labels
703056647,239,275,train-task1-SI.labels
703056647,470,477,train-task1-SI.labels
703056647,2412,2475,train-task1-SI.labels
703056647,1987,2041,train-task1-SI.labels
703056647,2102,2176,train-task1-SI.labels
703056647,661,717,train-task1-SI.labels
703056647,926,1018,train-task1-SI.labels
703056647,1418,1495,train-task1-SI.labels
703056647,1109,1140,train-task1-SI.labels
703056647,1919,1984,train-task1-SI.labels
703698295,5829,5877,train-task1-SI.labels
703698295,5917,5958,train-task1-SI.labels
703698295,8483,8503,train-task1-SI.labels
703698295,320,353,train-task1-SI.labels
703698295,2687,2722,train-task1-SI.labels
703698295,2792,2808,train-task1-SI.labels
703698295,2818,2850,train-task1-SI.labels
703698295,3183,3200,train-task1-SI.labels
703698295,4571,4597,train-task1-SI.labels
703698295,4797,4815,train-task1-SI.labels
703698295,6647,6657,train-task1-SI.labels
703698295,7231,7261,train-task1-SI.labels
703698295,7641,7660,train-task1-SI.labels
703698295,8634,8734,train-task1-SI.labels
703698295,9765,9961,train-task1-SI.labels
703698295,12626,12642,train-task1-SI.labels
703698295,822,941,train-task1-SI.labels
703698295,1633,1702,train-task1-SI.labels
703698295,1805,1819,train-task1-SI.labels
703698295,2073,2088,train-task1-SI.labels
703698295,2285,2298,train-task1-SI.labels
703698295,4687,4739,train-task1-SI.labels
703698295,7719,7741,train-task1-SI.labels
703698295,8006,8060,train-task1-SI.labels
703698295,8954,8976,train-task1-SI.labels
703698295,10166,10229,train-task1-SI.labels
703698295,10820,10828,train-task1-SI.labels
703806098,166,185,train-task1-SI.labels
703806098,2609,2665,train-task1-SI.labels
703806098,1605,1622,train-task1-SI.labels
703806098,1632,1698,train-task1-SI.labels
703806098,144,160,train-task1-SI.labels
703806098,1435,1455,train-task1-SI.labels
703821117,2350,2366,train-task1-SI.labels
703821117,3483,3500,train-task1-SI.labels
703821117,11087,11105,train-task1-SI.labels
703821117,11655,11671,train-task1-SI.labels
703821117,12003,12039,train-task1-SI.labels
703821117,12349,12363,train-task1-SI.labels
703821117,14142,14158,train-task1-SI.labels
703821117,16781,16835,train-task1-SI.labels
703821117,17552,17689,train-task1-SI.labels
703821117,179,236,train-task1-SI.labels
703821117,114,174,train-task1-SI.labels
703821117,472,532,train-task1-SI.labels
703821117,833,880,train-task1-SI.labels
703821117,2475,2523,train-task1-SI.labels
703821117,3368,3383,train-task1-SI.labels
703821117,3519,3571,train-task1-SI.labels
703821117,3893,3974,train-task1-SI.labels
703821117,5022,5080,train-task1-SI.labels
703821117,5281,5373,train-task1-SI.labels
703821117,6445,6453,train-task1-SI.labels
703821117,6520,6609,train-task1-SI.labels
703821117,6620,6637,train-task1-SI.labels
703821117,7264,7314,train-task1-SI.labels
703821117,7674,7693,train-task1-SI.labels
703821117,10469,10570,train-task1-SI.labels
703821117,10572,10680,train-task1-SI.labels
703821117,10697,10805,train-task1-SI.labels
703821117,10860,10997,train-task1-SI.labels
703821117,10820,10845,train-task1-SI.labels
703821117,11221,11328,train-task1-SI.labels
703821117,12149,12243,train-task1-SI.labels
703821117,13152,13167,train-task1-SI.labels
703821117,13316,13369,train-task1-SI.labels
703821117,13902,13935,train-task1-SI.labels
703821117,13936,13958,train-task1-SI.labels
703821117,13960,14030,train-task1-SI.labels
703821117,18447,18550,train-task1-SI.labels
703821117,14419,14458,train-task1-SI.labels
703821117,14511,14640,train-task1-SI.labels
703821117,14752,14920,train-task1-SI.labels
703821117,15047,15069,train-task1-SI.labels
703821117,15216,15279,train-task1-SI.labels
703821117,15785,15851,train-task1-SI.labels
703821117,16195,16231,train-task1-SI.labels
703821117,16335,16411,train-task1-SI.labels
703821117,16976,17013,train-task1-SI.labels
703821117,17016,17049,train-task1-SI.labels
703821117,18269,18325,train-task1-SI.labels
703821117,18378,18396,train-task1-SI.labels
703821117,18604,18639,train-task1-SI.labels
703821117,6046,6098,train-task1-SI.labels
703821117,17150,17244,train-task1-SI.labels
704591553,238,265,train-task1-SI.labels
704591553,1999,2059,train-task1-SI.labels
704591553,2802,2816,train-task1-SI.labels
704591553,71,103,train-task1-SI.labels
704591553,278,285,train-task1-SI.labels
704591553,933,954,train-task1-SI.labels
704591553,1016,1029,train-task1-SI.labels
704591553,1125,1141,train-task1-SI.labels
704591553,1280,1292,train-task1-SI.labels
704591553,1805,1832,train-task1-SI.labels
704591553,2180,2228,train-task1-SI.labels
704591553,2765,2780,train-task1-SI.labels
704591553,3153,3163,train-task1-SI.labels
704591553,3827,3881,train-task1-SI.labels
704591553,3883,3911,train-task1-SI.labels
704591553,4058,4124,train-task1-SI.labels
704591553,4454,4480,train-task1-SI.labels
704591553,4493,4508,train-task1-SI.labels
704591553,4965,5082,train-task1-SI.labels
704591553,697,822,train-task1-SI.labels
704591553,1696,1718,train-task1-SI.labels
704591553,1868,1883,train-task1-SI.labels
704591553,3221,3359,train-task1-SI.labels
704591553,4398,4405,train-task1-SI.labels
704856340,4007,4185,train-task1-SI.labels
704856340,4187,4324,train-task1-SI.labels
705035735,0,32,train-task1-SI.labels
705035735,34,70,train-task1-SI.labels
705035735,1035,1063,train-task1-SI.labels
705035735,1297,1404,train-task1-SI.labels
705035735,2403,2426,train-task1-SI.labels
705035735,2579,2643,train-task1-SI.labels
705035735,3016,3078,train-task1-SI.labels
705035735,239,250,train-task1-SI.labels
